Subsegmento,Sexo,Region,Edad,Renta,Antiguedad,Internauta,Adicional,Dualidad,Monoproducto,Ctacte,Consumo,Hipotecario,Debito,Cuentas,TC,CUPO_L1,CUPO_L2,CUPO_MX,FlgAct_T12,FlgActCN_T12,FlgActCI_T12,FlgActAN_T12,FlgActAI_T12,FlgActPAT_T12,FlgActCCPC_T12,FlgActCCOT_T12,FlgActCOL_T12,Fac_T12,Txs_T12,FacCN_T12,TxsCN_T12,FacCI_T12,TxsCI_T12,FacAN_T12,TxsAN_T12,FacAI_T12,TxsAI_T12,FacPAT_T12,TxsPAT_T12,FacCCPC_T12,TxsCCPC_T12,FacCCOT_T12,TxsCCOT_T12,FacCOL_T12,TxsCOL_T12,FacDebCom_T12,TxsDebCom_T12,FacDebAtm_T12,TxsDebAtm_T12,Col_T12,ColL1TE_T12,PagoNac_T12,PagoInt_T12,EeccNac_T12,EeccInt_T12,UsoL1_T12,UsoL2_T12,UsoLI_T12,target
151,H,13.0,53,497263.0,104,0,1,0,1,0,0,0,0,1,4,2416344,1.0,2180.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221509.0,10.0,221509.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221997.0,0.0,219832.0,0.0,184556.0,0.0,283152.0,0.0,0.0,0
160,H,13.0,52,377677.4,97,0,1,0,1,0,0,0,0,1,2,1192000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896793.0,891793.0,31000.0,0.0,921558.0,0.0,902412.46,10000.0,0.0,0
160,H,13.0,52,373256.0,81,1,0,1,0,1,0,0,0,3,3,2200000,300000.0,2500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26050.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26050.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,98778.0,6.0,210000.0,3.0,367374.0,350474.0,0.0,0.0,617830.0,0.0,367830.0,0.0,0.0,0
160,H,13.0,48,527788.0,6,1,0,1,0,1,0,1,1,2,2,1200000,240000.0,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,H,9.0,48,556174.0,51,1,1,0,0,1,0,0,1,1,2,1090000,100000.0,1439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,1.0,77574.0,0.0,28102.0,0.0,22774.0,0.0,22774.0,55257.0,0.0,0
170,H,9.0,52,920213.0,29,0,0,1,0,1,0,0,0,2,2,2474800,481200.0,3792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87590.0,0.0,27000.0,0.0,44251.0,0.0,22251.0,65692.0,0.0,1
160,M,13.0,45,480000.0,30,0,0,1,0,1,0,0,1,2,2,1600000,101000.0,850.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14990.0,1.0,14990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,6.0,18218.0,19.0,27754.0,0.0,20898.0,0.0,20898.0,9993.0,0.0,0
170,M,6.0,51,809984.0,84,0,0,1,0,1,0,0,1,2,2,2150000,430000.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171596.0,16.0,638000.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151,H,13.0,50,366708.0,61,1,0,1,0,0,0,0,1,2,2,700000,1000.0,500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48753.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48753.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537907.0,489154.0,60000.0,0.0,557775.0,0.0,557775.0,0.0,0.0,0
160,H,13.0,48,549562.0,21,1,0,0,0,1,0,0,1,1,1,500000,100000.0,500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,1.0,140000.0,3.0,559808.0,435990.0,18000.0,0.0,547490.0,0.0,547490.0,51757.0,0.0,0
160,H,13.0,50,122107.0,38,0,0,0,0,1,0,0,0,1,1,1000000,1000.0,1600.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5990.0,1.0,5990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791948.0,789951.0,26000.0,0.0,823306.0,0.0,823306.0,3993.0,0.0,1
170,H,13.0,48,2086101.0,25,0,0,0,1,0,0,0,0,1,1,6000000,1200000.0,4000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,469500.0,9.0,469500.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337554.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270584.0,0.0,230849.0,0.0,175916.0,0.0,185901.0,354520.0,0.0,0
160,H,13.0,49,588253.0,34,0,0,0,1,0,0,0,0,1,1,775000,1181000.0,800.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41124.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41124.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87881.0,46757.0,70000.0,0.0,89717.0,0.0,89717.0,0.0,0.0,1
160,M,13.0,51,513419.0,14,1,0,0,0,1,0,0,1,1,1,400000,80000.0,300.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,101495.0,7.0,101495.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72830.0,3.0,4395.0,1.0,0.0,0.0,27904.0,2.0,105000.0,9.0,202161.0,0.0,63788.0,0.0,125389.0,0.0,125389.0,168627.0,0.0,1
151,H,13.0,53,606277.8,135,0,1,1,1,0,0,0,0,2,3,1717950,1490001.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66156.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66156.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598893.0,0.0,92516.0,0.0,101446.0,0.0,101446.0,502023.0,0.0,1
170,H,13.0,53,1244321.0,29,0,1,1,0,1,0,1,1,2,4,800000,160000.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24700.0,1.0,24700.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195735.0,41932.0,0.0,0.0,119279.0,0.0,119279.0,81851.0,0.0,0
170,H,13.0,50,1056896.0,61,1,1,1,0,1,0,0,1,2,3,2070000,300000.0,2485.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84936.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84936.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,258180.0,6.0,1462000.0,20.0,0.0,0.0,85391.0,0.0,85391.0,0.0,0.0,0.0,0.0,0
160,M,13.0,53,637085.8,53,0,1,1,0,1,0,0,1,2,3,1664000,981000.0,1640.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21905.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21905.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,6.0,24568.0,71.0,52646.0,0.0,25077.0,0.0,46982.0,0.0,0.0,1
170,M,13.0,49,1058720.0,37,0,0,0,0,0,0,1,0,1,1,300000,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,157157.0,7.0,35351.0,3.0,0.0,0.0,100000.0,2.0,0.0,0.0,21806.0,2.0,4190.0,1.0,23161.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,322777.0,145329.0,0.0,0.0,235957.0,0.0,235957.0,127155.0,0.0,1
170,H,13.0,40,437880.0,111,1,0,1,0,1,0,0,1,2,2,1650000,264000.0,3500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155800.0,7.0,155800.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20616.0,5.0,160000.0,8.0,270518.0,0.0,268066.0,0.0,101129.0,0.0,0.0,188299.0,0.0,0
160,H,12.0,43,477249.0,24,1,0,0,0,1,0,0,1,1,1,435000,60000.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7690.0,1.0,7690.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7690.0,1.0,0.0,0.0,0.0,0.0,52323.0,14.0,335000.0,24.0,62020.0,127.0,45000.0,0.0,47028.0,0.0,47028.0,46655.0,0.0,0
170,H,7.0,48,1528845.0,112,1,1,1,0,1,0,1,1,2,3,4147200,664500.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228036.0,44.0,890000.0,22.0,0.0,0.0,872122.0,0.0,17803.0,1550.0,4006.98,0.0,0.0,0
170,H,13.0,46,1026153.0,10,1,0,0,0,1,0,0,1,1,1,400000,80000.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,M,13.0,55,200000.0,68,0,1,0,0,1,0,0,0,1,2,1242000,600000.0,1918.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110111.0,3.0,14830.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,95281.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325807.0,215696.0,90000.0,0.0,329774.0,0.0,336474.0,1730.0,0.0,0
160,M,5.0,47,424947.0,10,1,0,1,0,1,0,0,1,2,2,600000,120000.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,M,13.0,52,1400811.0,7,1,0,0,0,1,0,0,1,1,1,800000,160000.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,H,13.0,44,1279999.0,95,1,1,1,0,1,0,0,1,2,3,1919450,1070001.0,2848.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23850.0,1.0,23850.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23850.0,1.0,0.0,0.0,0.0,0.0,351543.0,39.0,795000.0,27.0,1562948.0,406469.0,180000.0,0.0,541446.0,0.0,514673.2,1092057.0,0.0,0
160,M,4.0,53,252882.0,46,0,0,0,0,1,0,0,1,1,1,721000,200000.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9744.0,2.0,0.0,0.0,153834.0,119188.0,25000.0,0.0,143995.0,0.0,120677.72,34646.0,0.0,1
151,M,10.0,52,833555.2,22,0,0,0,0,1,0,0,1,1,1,630000,1000.0,450.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,97350.0,2.0,97350.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34990.0,1.0,62360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,494425.0,289207.0,59000.0,0.0,394578.0,0.0,394578.0,141023.0,0.0,1
170,M,13.0,55,2000000.0,26,1,0,0,1,0,0,0,0,1,1,775000,1000.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12870.0,0.0,240596.0,0.0,990.0,0.0,990.0,10890.0,0.0,0
160,M,13.0,52,215417.0,16,1,1,1,0,1,0,0,1,2,3,1250000,200000.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170,H,8.0,53,1125812.0,144,0,1,0,0,1,0,0,0,1,2,400000,1005187.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11478.0,1.0,11478.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11478.0,0.0,0.0,0.0,0.0,0.0,11478.0,0.0,0.0,0
170,M,12.0,47,873635.0,22,0,0,1,0,1,0,1,1,2,2,700000,1310000.0,1000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,161188.0,22.0,100000.0,2.0,1814679.0,506957.0,214000.0,0.0,609460.0,0.0,459460.0,1248830.0,0.0,0
170,H,13.0,47,510089.0,87,1,1,1,0,1,0,0,1,2,3,3000000,300000.0,2000.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,413741.0,21.0,412174.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,12.0,450479.0,0.0,230099.0,0.0,469377.0,0.0,582032.0,0.0,0.0,0
170,H,13.0,47,779558.0,52,0,1,0,0,1,0,0,0,1,2,450000,90000.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481578.0,481578.0,15000.0,0.0,495934.0,0.0,489028.02,0.0,0.0,0
151,H,13.0,49,1556640.0,28,1,1,0,0,1,0,0,1,1,2,500000,1.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170800.0,21.0,754000.0,9.0,42991.0,42991.0,0.0,0.0,44340.0,0.0,44340.0,0.0,0.0,0
160,M,13.0,50,432650.0,144,0,0,0,0,1,0,0,1,1,1,1867050,1010001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170075.0,17.0,357000.0,14.0,50800.0,0.0,24149.0,0.0,9195.0,0.0,9195.0,41500.0,0.0,0
170,H,1.0,54,800710.0,29,0,0,1,0,1,0,1,1,2,2,2795600,320000.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19900.0,1.0,19900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19900.0,1.0,19900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,179636.0,118772.0,15000.0,0.0,147940.0,0.0,147940.0,45988.0,0.0,0
170,H,4.0,50,753464.0,109,1,1,0,0,1,0,0,0,1,2,1753650,1.0,1830.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65052.0,8.0,61052.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161809.0,195.0,145753.0,0.0,150089.0,0.0,162443.0,0.0,0.0,0
170,M,13.0,47,1216709.0,33,1,1,1,0,1,0,0,1,2,3,6000000,800001.0,5500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75500.0,2.0,75500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182562.0,22.0,48000.0,4.0,177342.0,0.0,40176.0,0.0,143363.0,0.0,143363.0,80179.0,0.0,0
160,M,1.0,53,404480.0,73,0,1,1,0,1,0,0,1,2,3,1400000,880002.0,2500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0,1.0,8500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460788.0,420815.0,25000.0,0.0,469771.0,0.0,469771.0,8680.0,0.0,0
170,M,5.0,52,1600000.0,36,1,0,1,0,1,0,1,1,2,2,1300000,300000.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263989.0,1039751.0,126000.0,0.0,1162441.0,0.0,1162441.0,149590.0,0.0,0
160,M,8.0,50,521000.0,6,1,1,1,0,1,0,1,1,2,4,800000,160000.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,H,13.0,51,1640800.0,38,1,1,0,0,1,0,1,1,1,2,1000000,1.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218768.0,1.0,218768.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14990.0,1.0,0.0,0.0,383248.0,65480.0,0.0,0.0,303803.0,0.0,303803.0,82500.0,0.0,1
160,M,8.0,48,464719.2,98,1,1,1,0,1,0,0,1,2,3,1863000,1195000.0,2700.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295745.0,14.0,295745.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380000.0,8.0,745383.0,326182.0,342337.0,0.0,761939.0,0.0,822505.0,3986.0,0.0,0
160,H,13.0,49,418264.0,10,0,0,0,0,1,0,0,1,1,1,350000,70000.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,H,2.0,49,924191.0,130,0,1,0,0,1,0,1,1,1,2,2957500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143449.0,4.0,263000.0,12.0,143663.0,143663.0,66000.0,0.0,204118.0,0.0,144118.0,0.0,0.0,1
160,H,13.0,49,470729.0,25,1,1,0,0,1,0,0,1,1,3,840000,100000.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39535.0,4.0,39535.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22759.0,3.0,95000.0,6.0,93283.0,0.0,98700.0,0.0,93691.0,-0.05,93691.0,0.0,-0.05,0
170,H,1.0,52,229187.0,63,0,0,1,0,1,0,1,1,2,2,3592820,388500.0,4370.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,1.0,25000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35074.0,2.0,0.0,0.0,0.0,0.0,305783.0,0.0,103255.0,-0.69,0.0,0.0,-0.69,0
170,M,13.0,53,800000.0,26,0,0,0,1,0,0,0,0,1,1,725000,1000.0,800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,126151.8167,1.0,0.0,0.0,126151.8167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152347.82,0.0,285461.0,0.0,19733.0,233.87,19733.0,10890.0,233.87,0
160,H,13.0,48,393260.0,29,0,0,0,0,1,0,0,1,1,1,400000,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160963.0,153150.0,10000.0,0.0,163526.0,0.0,163526.0,3906.0,0.0,0
170,H,13.0,50,947690.0,66,1,1,0,0,1,0,0,1,1,2,1995000,1690000.0,2660.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25773.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25773.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,0.0,1247517.0,1206140.0,39000.0,0.0,1294927.0,0.0,1294927.0,6373.0,0.0,1
151,M,13.0,47,563220.0,148,1,1,0,0,1,0,0,0,1,2,3024340,1.0,4470.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189688.0,17.0,189688.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274831.0,0.0,180048.0,0.0,294117.0,-0.53,294117.0,28266.0,-0.53,0
170,H,9.0,53,649227.0,117,1,1,0,0,1,0,0,0,1,2,759000,2770000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2844837.0,0.0,132000.0,0.0,130706.0,0.0,130706.0,2760847.0,0.0,0
170,M,13.0,54,120000.0,68,0,1,0,0,1,0,0,0,1,2,848250,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771648.0,771648.0,25000.0,0.0,802406.0,0.0,802406.0,0.0,0.0,0
151,H,13.0,52,1000000.0,20,0,1,0,1,0,0,0,0,1,2,650000,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67000.0,5.0,67000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438292.0,307578.0,100000.0,0.0,395099.0,0.0,405099.0,37642.0,0.0,0
170,H,13.0,51,511614.0,163,1,1,1,0,1,0,0,1,2,3,1554600,2.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631986.0,22.0,962000.0,24.0,673214.0,650036.0,44000.0,0.0,687510.0,0.0,687510.0,11679.0,0.0,1
160,M,4.0,46,395243.0,52,1,1,1,0,1,0,0,1,2,3,1050000,1001.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560000.0,10.0,1125603.0,1125603.0,37000.0,0.0,1170715.0,0.0,1170715.0,0.0,0.0,0
170,M,13.0,42,470510.0,35,1,0,0,0,1,0,1,1,1,1,1281150,1.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112276.0,4.0,112276.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202977.0,0.0,990748.0,0.0,2731.0,0.0,6901.0,0.0,0.0,0
170,M,13.0,52,797027.0,11,1,1,0,0,0,0,1,0,1,2,600000,120000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189121.0,5.0,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170,M,13.0,53,633311.0,30,1,0,1,0,1,0,0,1,2,2,800000,61000.0,1130.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82856.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82856.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33953.0,0.0,82796.0,0.0,82796.0,0.0,26353.0,0.0,0.0,0
160,M,13.0,47,589719.0,38,0,0,0,0,1,0,0,1,1,1,1300000,2650948.0,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011533.0,0.0,2276.0,0.0,2276.0,0.0,0.0,0
170,H,13.0,51,719999.0,28,1,0,0,1,0,0,0,0,1,1,500000,1000.0,800.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,196582.0,4.0,142371.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54211.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369889.0,0.0,251782.0,0.0,184127.0,0.0,356941.0,0.0,0.0,1
170,M,13.0,48,691150.0,71,0,0,0,1,0,0,0,0,1,1,2212080,210001.0,2895.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61980.0,1.0,61980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13551.0,0.0,15010.0,0.0,15010.0,61980.0,0.0,0
